Molecule ChEMBL ID,Molecule Name,Molecular Weight,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Assay Description,Target ChEMBL ID,Target Name,Target Organism,Document ChEMBL ID
CHEMBL6147913,,588.69,6.23,CSc1nc(-c2cccc(NC(=O)c3ccccc3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,IC50,'=',450.0,nM,6.35,CHEMBL6096530,Reversible inhibition of EGFR L858R/T790M/C797S mutant (696 to 1022 residues) (unknown origin) extracted from baculovirus infected Sf9 insect cells in presence of ATP by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL6092226
CHEMBL6145609,,722.87,7.13,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)c2)[nH]1,IC50,'=',0.58,nM,9.24,CHEMBL6096530,Reversible inhibition of EGFR L858R/T790M/C797S mutant (696 to 1022 residues) (unknown origin) extracted from baculovirus infected Sf9 insect cells in presence of ATP by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL6092226
CHEMBL6060963,,386.46,4.88,COc1cc(-c2ccc3ncnc(NC(C)c4ccccc4)c3c2)cnc1OC,IC50,'=',11.0,nM,7.96,CHEMBL5739432,"Z′-LYTE Biochemical Aassay: Z′-LYTE® Assay Conditions: Test Compounds: The Test Compounds are screened in 1% DMSO (final) in the well. For 10 point titrations, 3-fold serial dilutions are conducted from the starting concentration. Peptide/Kinase Mixtures: All Peptide/Kinase Mixtures are diluted to a 2× working concentration in the appropriate Kinase Buffer. ATP Solution: All ATP Solutions are diluted to a 4× working concentration in Kinase Buffer (50 mM HEPES pH 7.5, 0.01% BRIJ-35, 10 mM MgCl2, 1 mM EGTA). ATP Km apparent is previously determined using a Z′-LYTE® assay. Development Reagent Solution: The Development Reagent is diluted in Development Buffer. 10× Novel PKC Lipid Mix: 2 mg/mL Phosphatidyl Serine, 0.2 mg/mL DAG in 20 mM HEPES, pH 7.4, 0.3% CHAPS. For 5 mL 10× Novel PKC Lipid Mix: 1. Add 10 mgs Phosphatidyl Serine (Avanti Polar Lipids Part #8400032C or 840039C) and 1 mg DAG (Avanti Polar Lipids Part #800811C) to a glass tube. 2. Remove the chloroform from lipid mixture by evaporating to a clear, thin film under a stream of nitrogen. Continuous rotation of the tube, at an angle to ensure maximum surface area of the lipid solution, will promote the thinnest film. 3. Add 5 mLs resuspension buffer, 20 mM HEPES, 0.3% CHAPS, pH 7.4, to the dried lipid mix 4. Heat gently to 50-60° C. for 1-2 minutes and vortex in short intervals until the lipids are dissolved to a clear or slightly hazy solution. The lipids are typically in solution after 2-3 heat/vortex cycles. 5. Cool to room temperature, aliquot into single use volumes and store at −20° C. Assay Protocol: Bar-coded Corning, low volume NBS, black 384-well plate (Corning Cat. #4514) 1. 2.5 μL 4× Test Compound or 100 nL 100× plus 2.4 μL kinase buffer. 2. 5 μL 2× Peptide/Kinase Mixture. 3. 2.5 μL 4× ATP Solution. 4. 30-second plate shake. 5. 60-minute Kinase Reaction incubation at room temperature. 6. 5 μL Development Reagent Solution. 7. 30-second plate shake. 8. 60-minute Development Reaction incubation at room temperature. 9. Read on fluorescence plate reader and analyze the data. In a typical experiment, each data point uses 100 nL 100× test compound in 100% DMSO. Commonly, 100 nL of a 10 μM solution of test compound is used for each experiment, which is equivalent to 1 picomole of test compound. Accordingly, a 10 μM single-point assay uses 100 picomoles of test compound, and a 10-point titration uses about 200 picomoles of test compound 100 picomoles for the initial test and another 100 picomoles for the serial dilution.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729762
CHEMBL3975588,,396.83,4.8,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2Cl)c1,IC50,'=',650.0,nM,6.19,CHEMBL5732638,"Biochemical Assay: The mechanics of the assay platform are best described by the vendor (Invitrogen, Carlsbad, Calif.) on their web site at the following URL: www.invitrogen.com/content.cfm?pageid=11338 or www.invitrogen.com/site/us/en/home/Products-and-Services/Applications/Drug-Discovery/Target-and-Lead-Identification-and-Validation/KinaseBiology/KB-Misc/Biochemical-Assays/Omnia-Kinase-Assays.html.Briefly, 10× stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13×ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1× kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10× stock, KB002A) and 0.2 mM DTT (DS001A). 5 μL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 μL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 μL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5726416
CHEMBL5810016,,470.33,4.87,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2Br)c1,IC50,'=',650.0,nM,6.19,CHEMBL5732638,"Biochemical Assay: The mechanics of the assay platform are best described by the vendor (Invitrogen, Carlsbad, Calif.) on their web site at the following URL: www.invitrogen.com/content.cfm?pageid=11338 or www.invitrogen.com/site/us/en/home/Products-and-Services/Applications/Drug-Discovery/Target-and-Lead-Identification-and-Validation/KinaseBiology/KB-Misc/Biochemical-Assays/Omnia-Kinase-Assays.html.Briefly, 10× stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13×ATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1× kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM β-glycerophosphate, 5% glycerol (10× stock, KB002A) and 0.2 mM DTT (DS001A). 5 μL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25° C. with a 0.5 μL volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 μL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at λex360/λem485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5726416
CHEMBL5829626,,459.33,4.85,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,IC50,'=',620.0,nM,6.21,CHEMBL5738186,"Cell Viability Assay and IC50 Estimation: Cell viability was determined using the Cell Titer Glo assay (Promega) as previously described. Briefly, 2000-3000 cells per well were plated in 384-well plates (Greiner Bio-One) in technical triplicate. Cells were treated with seven different concentrations of tyrosine kinase inhibitors or vehicle alone at a final volume of 40 μL per well. After 3 days hours, 11 μL of Cell Titer Glo was added to each well. Plates were shaken for 15 minutes, and bioluminescence was determined using a FLUOstar OPTIMA multi-mode micro-plate reader (BMG LABTECH). Bioluminescence values were normalized to DMSO treated cells, and normalized values were plotted in GraphPad Prism using non-linear regression fit to normalized data with a variable slope. IC50 values were calculated by GraphPad Prism at 50% inhibition.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729162
CHEMBL5870500,,517.39,5.01,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,IC50,'=',5.9,nM,8.23,CHEMBL5738188,"Cell Viability Assay and IC50 Estimation: Cell viability was determined using the Cell Titer Glo assay (Promega) as previously described. Briefly, 2000-3000 cells per well were plated in 384-well plates (Greiner Bio-One) in technical triplicate. Cells were treated with seven different concentrations of tyrosine kinase inhibitors or vehicle alone at a final volume of 40 μL per well. After 3 days hours, 11 μL of Cell Titer Glo was added to each well. Plates were shaken for 15 minutes, and bioluminescence was determined using a FLUOstar OPTIMA multi-mode micro-plate reader (BMG LABTECH). Bioluminescence values were normalized to DMSO treated cells, and normalized values were plotted in GraphPad Prism using non-linear regression fit to normalized data with a variable slope. IC50 values were calculated by GraphPad Prism at 50% inhibition.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729162
CHEMBL5870984,,405.48,3.68,CS(=O)(=O)Nc1cncc(-c2ccc3ncnc(NCc4ccccc4)c3c2)c1,IC50,'=',110.0,nM,6.96,CHEMBL5739432,"Z′-LYTE Biochemical Aassay: Z′-LYTE® Assay Conditions: Test Compounds: The Test Compounds are screened in 1% DMSO (final) in the well. For 10 point titrations, 3-fold serial dilutions are conducted from the starting concentration. Peptide/Kinase Mixtures: All Peptide/Kinase Mixtures are diluted to a 2× working concentration in the appropriate Kinase Buffer. ATP Solution: All ATP Solutions are diluted to a 4× working concentration in Kinase Buffer (50 mM HEPES pH 7.5, 0.01% BRIJ-35, 10 mM MgCl2, 1 mM EGTA). ATP Km apparent is previously determined using a Z′-LYTE® assay. Development Reagent Solution: The Development Reagent is diluted in Development Buffer. 10× Novel PKC Lipid Mix: 2 mg/mL Phosphatidyl Serine, 0.2 mg/mL DAG in 20 mM HEPES, pH 7.4, 0.3% CHAPS. For 5 mL 10× Novel PKC Lipid Mix: 1. Add 10 mgs Phosphatidyl Serine (Avanti Polar Lipids Part #8400032C or 840039C) and 1 mg DAG (Avanti Polar Lipids Part #800811C) to a glass tube. 2. Remove the chloroform from lipid mixture by evaporating to a clear, thin film under a stream of nitrogen. Continuous rotation of the tube, at an angle to ensure maximum surface area of the lipid solution, will promote the thinnest film. 3. Add 5 mLs resuspension buffer, 20 mM HEPES, 0.3% CHAPS, pH 7.4, to the dried lipid mix 4. Heat gently to 50-60° C. for 1-2 minutes and vortex in short intervals until the lipids are dissolved to a clear or slightly hazy solution. The lipids are typically in solution after 2-3 heat/vortex cycles. 5. Cool to room temperature, aliquot into single use volumes and store at −20° C. Assay Protocol: Bar-coded Corning, low volume NBS, black 384-well plate (Corning Cat. #4514) 1. 2.5 μL 4× Test Compound or 100 nL 100× plus 2.4 μL kinase buffer. 2. 5 μL 2× Peptide/Kinase Mixture. 3. 2.5 μL 4× ATP Solution. 4. 30-second plate shake. 5. 60-minute Kinase Reaction incubation at room temperature. 6. 5 μL Development Reagent Solution. 7. 30-second plate shake. 8. 60-minute Development Reaction incubation at room temperature. 9. Read on fluorescence plate reader and analyze the data. In a typical experiment, each data point uses 100 nL 100× test compound in 100% DMSO. Commonly, 100 nL of a 10 μM solution of test compound is used for each experiment, which is equivalent to 1 picomole of test compound. Accordingly, a 10 μM single-point assay uses 100 picomoles of test compound, and a 10-point titration uses about 200 picomoles of test compound 100 picomoles for the initial test and another 100 picomoles for the serial dilution.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5729762
CHEMBL5770970,,432.48,1.95,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3C[C@H](O)C[C@H](O)C3)ccn2)cn1,IC50,'=',539.0,nM,6.27,CHEMBL5737542,"Biochemical EGFR Inhibition Assays (5 mM ATP): 5 μL of EGFR enzyme form in assay buffer (50 mM HEPES pH 7.3, 10 mM MgCl2, 1 mM EGTA, 0.01% Tween 20, 2 mM DTT) are dispensed into columns 1-23, than 5 μL of ATP and ULight-poly-GT substrate (PerkinElmer; TRF0100-M) mix in assay buffer is added to all wells (final assay concentration of the ULight-poly-GT substrate 200 nM). Each of the different EGFR enzyme form assays is available at low ATP (final assay concentration 5 μM). After 90 minutes incubation at room temperature 5 μL EDTA (final assay concentration 50 mM) and LANCE Eu-anti-P-Tyr (PT66) antibody (PerkinElmer, AD0069) (final assay concentration 6 nM) mix are added to stop the reaction and start the binding of the antibody. After additional 60 minutes incubation at room temperature the signal is measured in a PerkinElmer Envision HTS Multilabel Reader using the TR-FRET LANCE Ultra specs of PerkinElmer (used wavelengths: excitation 320 nm, emission 1 665 nm, emission 2 615 nm). Each plate contains 16 wells of a negative control (diluted DMSO instead of test compound; w EGFR enzyme form; column 23) and 16 wells of a positive control (diluted DMSO instead of test compound; w/o EGFR enzyme form; column 24). Negative and positive control values are used for normalization and IC50 values are calculated and analysed using a 4 parametric logistic model.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728826
CHEMBL5828469,,445.53,3.02,CNc1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1,IC50,'=',8380.0,nM,5.08,CHEMBL5737542,"Biochemical EGFR Inhibition Assays (5 mM ATP): 5 μL of EGFR enzyme form in assay buffer (50 mM HEPES pH 7.3, 10 mM MgCl2, 1 mM EGTA, 0.01% Tween 20, 2 mM DTT) are dispensed into columns 1-23, than 5 μL of ATP and ULight-poly-GT substrate (PerkinElmer; TRF0100-M) mix in assay buffer is added to all wells (final assay concentration of the ULight-poly-GT substrate 200 nM). Each of the different EGFR enzyme form assays is available at low ATP (final assay concentration 5 μM). After 90 minutes incubation at room temperature 5 μL EDTA (final assay concentration 50 mM) and LANCE Eu-anti-P-Tyr (PT66) antibody (PerkinElmer, AD0069) (final assay concentration 6 nM) mix are added to stop the reaction and start the binding of the antibody. After additional 60 minutes incubation at room temperature the signal is measured in a PerkinElmer Envision HTS Multilabel Reader using the TR-FRET LANCE Ultra specs of PerkinElmer (used wavelengths: excitation 320 nm, emission 1 665 nm, emission 2 615 nm). Each plate contains 16 wells of a negative control (diluted DMSO instead of test compound; w EGFR enzyme form; column 23) and 16 wells of a positive control (diluted DMSO instead of test compound; w/o EGFR enzyme form; column 24). Negative and positive control values are used for normalization and IC50 values are calculated and analysed using a 4 parametric logistic model.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728826
CHEMBL5870000,,448.5,3.45,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3CC[C@@H](O)CC3)cc(CF)n2)cn1,IC50,'=',8.1,nM,8.09,CHEMBL5737540,"Biochemical EGFR Inhibition Assays (5 mM ATP): 5 μL of EGFR enzyme form in assay buffer (50 mM HEPES pH 7.3, 10 mM MgCl2, 1 mM EGTA, 0.01% Tween 20, 2 mM DTT) are dispensed into columns 1-23, than 5 μL of ATP and ULight-poly-GT substrate (PerkinElmer; TRF0100-M) mix in assay buffer is added to all wells (final assay concentration of the ULight-poly-GT substrate 200 nM). Each of the different EGFR enzyme form assays is available at low ATP (final assay concentration 5 μM). After 90 minutes incubation at room temperature 5 μL EDTA (final assay concentration 50 mM) and LANCE Eu-anti-P-Tyr (PT66) antibody (PerkinElmer, AD0069) (final assay concentration 6 nM) mix are added to stop the reaction and start the binding of the antibody. After additional 60 minutes incubation at room temperature the signal is measured in a PerkinElmer Envision HTS Multilabel Reader using the TR-FRET LANCE Ultra specs of PerkinElmer (used wavelengths: excitation 320 nm, emission 1 665 nm, emission 2 615 nm). Each plate contains 16 wells of a negative control (diluted DMSO instead of test compound; w EGFR enzyme form; column 23) and 16 wells of a positive control (diluted DMSO instead of test compound; w/o EGFR enzyme form; column 24). Negative and positive control values are used for normalization and IC50 values are calculated and analysed using a 4 parametric logistic model.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728826
CHEMBL5740342,,464.55,2.56,Cc1cc(C(=O)/N=c2\[nH]c3ccccc3n2C2CCCS(=O)(=O)C2)cc(-c2cnn(C)c2)n1,IC50,'=',33.0,nM,7.48,CHEMBL5737540,"Biochemical EGFR Inhibition Assays (5 mM ATP): 5 μL of EGFR enzyme form in assay buffer (50 mM HEPES pH 7.3, 10 mM MgCl2, 1 mM EGTA, 0.01% Tween 20, 2 mM DTT) are dispensed into columns 1-23, than 5 μL of ATP and ULight-poly-GT substrate (PerkinElmer; TRF0100-M) mix in assay buffer is added to all wells (final assay concentration of the ULight-poly-GT substrate 200 nM). Each of the different EGFR enzyme form assays is available at low ATP (final assay concentration 5 μM). After 90 minutes incubation at room temperature 5 μL EDTA (final assay concentration 50 mM) and LANCE Eu-anti-P-Tyr (PT66) antibody (PerkinElmer, AD0069) (final assay concentration 6 nM) mix are added to stop the reaction and start the binding of the antibody. After additional 60 minutes incubation at room temperature the signal is measured in a PerkinElmer Envision HTS Multilabel Reader using the TR-FRET LANCE Ultra specs of PerkinElmer (used wavelengths: excitation 320 nm, emission 1 665 nm, emission 2 615 nm). Each plate contains 16 wells of a negative control (diluted DMSO instead of test compound; w EGFR enzyme form; column 23) and 16 wells of a positive control (diluted DMSO instead of test compound; w/o EGFR enzyme form; column 24). Negative and positive control values are used for normalization and IC50 values are calculated and analysed using a 4 parametric logistic model.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5728826
